Area,Variable Name,Year,Value
Cameroon,GDP per capita (current US$/inhab),2012,1380.509379
Cameroon,"Agriculture, value added (% GDP) (%)",2012,13.721347
Cameroon,Human Development Index (HDI) [highest = 1] (-),2012,0.524
Cameroon,Agricultural water withdrawal as % of total water withdrawal (%),2012,67.71407571
Cameroon,Total population with access to safe drinking-water (JMP) (%),2012,74.1
Cameroon,Urban population with access to safe drinking-water (JMP) (%),2012,94.1
Cameroon,GDP per capita (current US$/inhab),2017,1455.460927
Cameroon,"Agriculture, value added (% GDP) (%)",2017,14.372215
Cameroon,Human Development Index (HDI) [highest = 1] (-),2017,0.56
Cameroon,Agricultural water withdrawal as % of total water withdrawal (%),2017,67.71407571
Cameroon,Total population with access to safe drinking-water (JMP) (%),2017,75.6
Cameroon,Urban population with access to safe drinking-water (JMP) (%),2017,94.8
Cameroon,"Agriculture, value added (% GDP) (%)",1967,31.13
Cameroon,GDP per capita (current US$/inhab),1972,276.817146
Cameroon,"Agriculture, value added (% GDP) (%)",1972,19.99684
Cameroon,GDP per capita (current US$/inhab),1977,585.671503
Cameroon,"Agriculture, value added (% GDP) (%)",1977,19.951345
Cameroon,GDP per capita (current US$/inhab),1982,1037.367518
Cameroon,"Agriculture, value added (% GDP) (%)",1982,14.293401
Cameroon,GDP per capita (current US$/inhab),1987,1195.803104
Cameroon,"Agriculture, value added (% GDP) (%)",1987,15.683038
Cameroon,Agricultural water withdrawal as % of total water withdrawal (%),1987,35.35353535
Canada,GDP per capita (current US$/inhab),1992,20939.8598
Canada,"Agriculture, value added (% GDP) (%)",1992,2.527577
Canada,Human Development Index (HDI) [highest = 1] (-),1992,0.856
Canada,Agricultural water withdrawal as % of total water withdrawal (%),1992,9.015800563
Canada,Total population with access to safe drinking-water (JMP) (%),1992,99.8
Canada,Urban population with access to safe drinking-water (JMP) (%),1992,100
Canada,GDP per capita (current US$/inhab),1997,21903.39681
Canada,"Agriculture, value added (% GDP) (%)",1997,2.139162
Canada,Human Development Index (HDI) [highest = 1] (-),1997,0.863
Canada,Agricultural water withdrawal as % of total water withdrawal (%),1997,9.425210406
Canada,Total population with access to safe drinking-water (JMP) (%),1997,99.8
Canada,Urban population with access to safe drinking-water (JMP) (%),1997,100
Canada,GDP per capita (current US$/inhab),2002,24285.40416
Canada,"Agriculture, value added (% GDP) (%)",2002,1.986032
Canada,Human Development Index (HDI) [highest = 1] (-),2002,0.877
Canada,Agricultural water withdrawal as % of total water withdrawal (%),2002,7.683151199
Canada,Total population with access to safe drinking-water (JMP) (%),2002,99.8
Canada,Urban population with access to safe drinking-water (JMP) (%),2002,100
Canada,GDP per capita (current US$/inhab),2007,44482.93259
Canada,"Agriculture, value added (% GDP) (%)",2007,1.587285
Canada,Human Development Index (HDI) [highest = 1] (-),2007,0.891
Canada,Agricultural water withdrawal as % of total water withdrawal (%),2007,5.619554695
Canada,Total population with access to safe drinking-water (JMP) (%),2007,99.8
Canada,Urban population with access to safe drinking-water (JMP) (%),2007,100
Canada,GDP per capita (current US$/inhab),2012,52396.83058
Canada,"Agriculture, value added (% GDP) (%)",2012,1.811403
Canada,Human Development Index (HDI) [highest = 1] (-),2012,0.906
Canada,Agricultural water withdrawal as % of total water withdrawal (%),2012,10.12483011
Canada,Total population with access to safe drinking-water (JMP) (%),2012,99.8
Canada,Urban population with access to safe drinking-water (JMP) (%),2012,100
Canada,GDP per capita (current US$/inhab),2017,45057.28723
Canada,"Agriculture, value added (% GDP) (%)",2017,1.772015
Canada,Human Development Index (HDI) [highest = 1] (-),2017,0.921
Canada,Agricultural water withdrawal as % of total water withdrawal (%),2017,7.413546085
Canada,Total population with access to safe drinking-water (JMP) (%),2017,99.8
Canada,Urban population with access to safe drinking-water (JMP) (%),2017,100
Canada,GDP per capita (current US$/inhab),1972,5180.464388
Canada,"Agriculture, value added (% GDP) (%)",1972,3.628239
Canada,GDP per capita (current US$/inhab),1977,9013.74623
Canada,"Agriculture, value added (% GDP) (%)",1977,3.618749
Canada,GDP per capita (current US$/inhab),1982,12564.82996
Canada,"Agriculture, value added (% GDP) (%)",1982,3.644437
Canada,GDP per capita (current US$/inhab),1987,16301.6179
Canada,"Agriculture, value added (% GDP) (%)",1987,2.889691
Central African Republic,GDP per capita (current US$/inhab),1992,477.185597
Central African Republic,"Agriculture, value added (% GDP) (%)",1992,36.503154
Central African Republic,Human Development Index (HDI) [highest = 1] (-),1992,0.299
Central African Republic,Agricultural water withdrawal as % of total water withdrawal (%),1992,1.069518717
Central African Republic,Total population with access to safe drinking-water (JMP) (%),1992,58.8
Central African Republic,Urban population with access to safe drinking-water (JMP) (%),1992,80
Central African Republic,GDP per capita (current US$/inhab),1997,278.948792
Central African Republic,"Agriculture, value added (% GDP) (%)",1997,42.722225
Central African Republic,Human Development Index (HDI) [highest = 1] (-),1997,0.304
Central African Republic,Agricultural water withdrawal as % of total water withdrawal (%),1997,0.722021661
Central African Republic,Total population with access to safe drinking-water (JMP) (%),1997,61.1
Central African Republic,Urban population with access to safe drinking-water (JMP) (%),1997,82.4
Central African Republic,GDP per capita (current US$/inhab),2002,265.450795
Central African Republic,"Agriculture, value added (% GDP) (%)",2002,42.293309
Central African Republic,Human Development Index (HDI) [highest = 1] (-),2002,0.314
Central African Republic,Agricultural water withdrawal as % of total water withdrawal (%),2002,0.582072177
Central African Republic,Total population with access to safe drinking-water (JMP) (%),2002,63.4
Central African Republic,Urban population with access to safe drinking-water (JMP) (%),2002,84.8
Central African Republic,GDP per capita (current US$/inhab),2007,410.432816
Central African Republic,"Agriculture, value added (% GDP) (%)",2007,40.754436
Central African Republic,Human Development Index (HDI) [highest = 1] (-),2007,0.334
Central African Republic,Agricultural water withdrawal as % of total water withdrawal (%),2007,0.551724138
Central African Republic,Total population with access to safe drinking-water (JMP) (%),2007,65.7
Central African Republic,Urban population with access to safe drinking-water (JMP) (%),2007,87.2
Central African Republic,GDP per capita (current US$/inhab),2012,498.116431
Central African Republic,"Agriculture, value added (% GDP) (%)",2012,39.344784
Central African Republic,Human Development Index (HDI) [highest = 1] (-),2012,0.37
Central African Republic,Agricultural water withdrawal as % of total water withdrawal (%),2012,0.551724138
Central African Republic,Total population with access to safe drinking-water (JMP) (%),2012,68.2
Central African Republic,Urban population with access to safe drinking-water (JMP) (%),2012,89.6
Central African Republic,GDP per capita (current US$/inhab),2017,428.701433
Central African Republic,"Agriculture, value added (% GDP) (%)",2017,30.993355
Central African Republic,Human Development Index (HDI) [highest = 1] (-),2017,0.376
Central African Republic,Agricultural water withdrawal as % of total water withdrawal (%),2017,0.551724138
Central African Republic,Total population with access to safe drinking-water (JMP) (%),2017,68.5
Central African Republic,Urban population with access to safe drinking-water (JMP) (%),2017,89.6
Central African Republic,"Agriculture, value added (% GDP) (%)",1967,39.52
Central African Republic,GDP per capita (current US$/inhab),1972,176.867502
Central African Republic,"Agriculture, value added (% GDP) (%)",1972,30.44479
Central African Republic,GDP per capita (current US$/inhab),1977,350.778692
Central African Republic,"Agriculture, value added (% GDP) (%)",1977,33.346423
Central African Republic,GDP per capita (current US$/inhab),1982,403.946771
Central African Republic,"Agriculture, value added (% GDP) (%)",1982,36.084971
Central African Republic,GDP per capita (current US$/inhab),1987,456.070422
Central African Republic,"Agriculture, value added (% GDP) (%)",1987,36.757741
Central African Republic,Agricultural water withdrawal as % of total water withdrawal (%),1987,2.06185567
Chad,GDP per capita (current US$/inhab),1992,298.640459
Chad,"Agriculture, value added (% GDP) (%)",1992,32.301237
Chad,Agricultural water withdrawal as % of total water withdrawal (%),1992,78.50139707
Chad,Total population with access to safe drinking-water (JMP) (%),1992,40.8
Chad,Urban population with access to safe drinking-water (JMP) (%),1992,51.4
Chad,GDP per capita (current US$/inhab),1997,234.186174
Chad,"Agriculture, value added (% GDP) (%)",1997,34.90297
Chad,Agricultural water withdrawal as % of total water withdrawal (%),1997,77.57935397
Chad,Total population with access to safe drinking-water (JMP) (%),1997,43.3
Chad,Urban population with access to safe drinking-water (JMP) (%),1997,56.5
Chad,GDP per capita (current US$/inhab),2002,251.116021
Chad,"Agriculture, value added (% GDP) (%)",2002,34.445495
Chad,Human Development Index (HDI) [highest = 1] (-),2002,0.311
Chad,Agricultural water withdrawal as % of total water withdrawal (%),2002,78.03937959
Chad,Total population with access to safe drinking-water (JMP) (%),2002,45.7
Chad,Urban population with access to safe drinking-water (JMP) (%),2002,61.6
Chad,GDP per capita (current US$/inhab),2007,779.290853
Chad,"Agriculture, value added (% GDP) (%)",2007,24.499453
Chad,Human Development Index (HDI) [highest = 1] (-),2007,0.345
Chad,Agricultural water withdrawal as % of total water withdrawal (%),2007,76.4211005
Chad,Total population with access to safe drinking-water (JMP) (%),2007,48.2
Chad,Urban population with access to safe drinking-water (JMP) (%),2007,66.7
Chad,GDP per capita (current US$/inhab),2012,1102.218856
Chad,"Agriculture, value added (% GDP) (%)",2012,24.384908
Chad,Human Development Index (HDI) [highest = 1] (-),2012,0.393
Chad,Agricultural water withdrawal as % of total water withdrawal (%),2012,76.4211005
Chad,Total population with access to safe drinking-water (JMP) (%),2012,50.7
Chad,Urban population with access to safe drinking-water (JMP) (%),2012,71.8
Chad,GDP per capita (current US$/inhab),2017,697.585531
Chad,"Agriculture, value added (% GDP) (%)",2017,34.045337
Chad,Human Development Index (HDI) [highest = 1] (-),2017,0.401
Chad,Agricultural water withdrawal as % of total water withdrawal (%),2017,76.4211005
Chad,Total population with access to safe drinking-water (JMP) (%),2017,50.8
Chad,Urban population with access to safe drinking-water (JMP) (%),2017,71.8
Chad,"Agriculture, value added (% GDP) (%)",1967,42.08
Chad,GDP per capita (current US$/inhab),1972,105.636305
Chad,"Agriculture, value added (% GDP) (%)",1972,37.206815
Chad,GDP per capita (current US$/inhab),1977,167.956687
Chad,"Agriculture, value added (% GDP) (%)",1977,37.250694
Chad,GDP per capita (current US$/inhab),1982,183.83616
Chad,"Agriculture, value added (% GDP) (%)",1982,36.69114
Chad,GDP per capita (current US$/inhab),1987,255.032964
Chad,"Agriculture, value added (% GDP) (%)",1987,32.75665
Chad,Agricultural water withdrawal as % of total water withdrawal (%),1987,81.7679558
Chile,GDP per capita (current US$/inhab),1992,3527.862367
Chile,"Agriculture, value added (% GDP) (%)",1992,6.869781
Chile,Human Development Index (HDI) [highest = 1] (-),1992,0.719
Chile,Total population with access to safe drinking-water (JMP) (%),1992,91.3
Chile,Urban population with access to safe drinking-water (JMP) (%),1992,99
Chile,GDP per capita (current US$/inhab),1997,5872.731229
Chile,"Agriculture, value added (% GDP) (%)",1997,4.949695
Chile,Human Development Index (HDI) [highest = 1] (-),1997,0.739
Chile,Total population with access to safe drinking-water (JMP) (%),1997,93.6
Chile,Urban population with access to safe drinking-water (JMP) (%),1997,99.2
Chile,GDP per capita (current US$/inhab),2002,4486.664579
Chile,"Agriculture, value added (% GDP) (%)",2002,4.770328
Chile,Human Development Index (HDI) [highest = 1] (-),2002,0.767
Chile,Total population with access to safe drinking-water (JMP) (%),2002,95.6
Chile,Urban population with access to safe drinking-water (JMP) (%),2002,99.3
Chile,GDP per capita (current US$/inhab),2007,10526.87813
Chile,"Agriculture, value added (% GDP) (%)",2007,3.710499
Chile,Human Development Index (HDI) [highest = 1] (-),2007,0.801
Chile,Agricultural water withdrawal as % of total water withdrawal (%),2007,83.03463069
Chile,Total population with access to safe drinking-water (JMP) (%),2007,97.3
Chile,Urban population with access to safe drinking-water (JMP) (%),2007,99.5
Chile,GDP per capita (current US$/inhab),2012,15431.90283
Chile,"Agriculture, value added (% GDP) (%)",2012,3.304785
Chile,Human Development Index (HDI) [highest = 1] (-),2012,0.818
Chile,Agricultural water withdrawal as % of total water withdrawal (%),2012,83.03463069
Chile,Total population with access to safe drinking-water (JMP) (%),2012,98.7
Chile,Urban population with access to safe drinking-water (JMP) (%),2012,99.6
Chile,GDP per capita (current US$/inhab),2017,15383.58771
Chile,"Agriculture, value added (% GDP) (%)",2017,3.874239
Chile,Human Development Index (HDI) [highest = 1] (-),2017,0.845
Chile,Agricultural water withdrawal as % of total water withdrawal (%),2017,83.03463069
Chile,Total population with access to safe drinking-water (JMP) (%),2017,99
Chile,Urban population with access to safe drinking-water (JMP) (%),2017,99.7
Chile,"Agriculture, value added (% GDP) (%)",1967,8.657
Chile,GDP per capita (current US$/inhab),1972,1260.831205
Chile,"Agriculture, value added (% GDP) (%)",1972,6.310883
Chile,GDP per capita (current US$/inhab),1977,1382.532953
Chile,"Agriculture, value added (% GDP) (%)",1977,7.258776
Chile,GDP per capita (current US$/inhab),1982,2265.791226
Chile,"Agriculture, value added (% GDP) (%)",1982,4.642918
Chile,GDP per capita (current US$/inhab),1987,1892.234793
Chile,"Agriculture, value added (% GDP) (%)",1987,6.562195
China,GDP per capita (current US$/inhab),1992,497.641729
China,"Agriculture, value added (% GDP) (%)",1992,17.698059
China,Human Development Index (HDI) [highest = 1] (-),1992,0.52
China,Agricultural water withdrawal as % of total water withdrawal (%),1992,79.33867244
China,Total population with access to safe drinking-water (JMP) (%),1992,69.8
China,Urban population with access to safe drinking-water (JMP) (%),1992,97.1
China,GDP per capita (current US$/inhab),1997,905.469488
China,"Agriculture, value added (% GDP) (%)",1997,15.218115
China,Human Development Index (HDI) [highest = 1] (-),1997,0.566
China,Agricultural water withdrawal as % of total water withdrawal (%),1997,72.48710743
China,Total population with access to safe drinking-water (JMP) (%),1997,76.5
China,Urban population with access to safe drinking-water (JMP) (%),1997,97.2
China,GDP per capita (current US$/inhab),2002,1259.120525
China,"Agriculture, value added (% GDP) (%)",2002,12.159287
China,Human Development Index (HDI) [highest = 1] (-),2002,0.61
China,Agricultural water withdrawal as % of total water withdrawal (%),2002,67.12937781
China,Total population with access to safe drinking-water (JMP) (%),2002,82.8
China,Urban population with access to safe drinking-water (JMP) (%),2002,97.3
China,GDP per capita (current US$/inhab),2007,2812.2728
China,"Agriculture, value added (% GDP) (%)",2007,9.907892
China,Human Development Index (HDI) [highest = 1] (-),2007,0.67
China,Agricultural water withdrawal as % of total water withdrawal (%),2007,63.01417819
China,Total population with access to safe drinking-water (JMP) (%),2007,88.5
China,Urban population with access to safe drinking-water (JMP) (%),2007,97.4
China,GDP per capita (current US$/inhab),2012,6390.956972
China,"Agriculture, value added (% GDP) (%)",2012,9.068398
China,Human Development Index (HDI) [highest = 1] (-),2012,0.719
China,Agricultural water withdrawal as % of total water withdrawal (%),2012,64.31294547
China,Total population with access to safe drinking-water (JMP) (%),2012,93.2
China,Urban population with access to safe drinking-water (JMP) (%),2012,97.5
China,GDP per capita (current US$/inhab),2017,8843.579277
China,"Agriculture, value added (% GDP) (%)",2017,7.63339
China,Human Development Index (HDI) [highest = 1] (-),2017,0.753
China,Agricultural water withdrawal as % of total water withdrawal (%),2017,64.40394583
China,Total population with access to safe drinking-water (JMP) (%),2017,95.5
China,Urban population with access to safe drinking-water (JMP) (%),2017,97.5
China,"Agriculture, value added (% GDP) (%)",1967,40.26
China,GDP per capita (current US$/inhab),1972,137.531931
China,"Agriculture, value added (% GDP) (%)",1972,31.119789
China,GDP per capita (current US$/inhab),1977,199.883753
China,"Agriculture, value added (% GDP) (%)",1977,26.827044
China,GDP per capita (current US$/inhab),1982,308.819441
China,"Agriculture, value added (% GDP) (%)",1982,29.673321
China,Agricultural water withdrawal as % of total water withdrawal (%),1982,87.56375356
China,GDP per capita (current US$/inhab),1987,339.836305
China,"Agriculture, value added (% GDP) (%)",1987,22.931986
China,Agricultural water withdrawal as % of total water withdrawal (%),1987,84.95485392
Colombia,GDP per capita (current US$/inhab),1992,1737.976013
Colombia,"Agriculture, value added (% GDP) (%)",1992,10.536329
Colombia,Human Development Index (HDI) [highest = 1] (-),1992,0.613
Colombia,Total population with access to safe drinking-water (JMP) (%),1992,88.8
Colombia,Urban population with access to safe drinking-water (JMP) (%),1992,97.4
Colombia,GDP per capita (current US$/inhab),1997,3259.970188
Colombia,"Agriculture, value added (% GDP) (%)",1997,7.909157
Colombia,Human Development Index (HDI) [highest = 1] (-),1997,0.651
Colombia,Total population with access to safe drinking-water (JMP) (%),1997,89.5
Colombia,Urban population with access to safe drinking-water (JMP) (%),1997,97.3
Colombia,GDP per capita (current US$/inhab),2002,2334.165707
Colombia,"Agriculture, value added (% GDP) (%)",2002,8.316688
Colombia,Human Development Index (HDI) [highest = 1] (-),2002,0.667
Colombia,Agricultural water withdrawal as % of total water withdrawal (%),2002,60.42279674
Colombia,Total population with access to safe drinking-water (JMP) (%),2002,90.1
Colombia,Urban population with access to safe drinking-water (JMP) (%),2002,97.1
Colombia,GDP per capita (current US$/inhab),2007,4635.692195
Colombia,"Agriculture, value added (% GDP) (%)",2007,6.95061
Colombia,Human Development Index (HDI) [highest = 1] (-),2007,0.713
Colombia,Agricultural water withdrawal as % of total water withdrawal (%),2007,55.10403373
Colombia,Total population with access to safe drinking-water (JMP) (%),2007,90.7
Colombia,Urban population with access to safe drinking-water (JMP) (%),2007,97
Colombia,GDP per capita (current US$/inhab),2012,7904.495734
Colombia,"Agriculture, value added (% GDP) (%)",2012,5.588038
Colombia,Human Development Index (HDI) [highest = 1] (-),2012,0.736
Colombia,Agricultural water withdrawal as % of total water withdrawal (%),2012,50.36645914
Colombia,Total population with access to safe drinking-water (JMP) (%),2012,91.2
Colombia,Urban population with access to safe drinking-water (JMP) (%),2012,96.9
Colombia,GDP per capita (current US$/inhab),2017,6354.5494
Colombia,"Agriculture, value added (% GDP) (%)",2017,6.387892
Colombia,Human Development Index (HDI) [highest = 1] (-),2017,0.76
Colombia,Agricultural water withdrawal as % of total water withdrawal (%),2017,46.95466902
Colombia,Total population with access to safe drinking-water (JMP) (%),2017,91.4
Colombia,Urban population with access to safe drinking-water (JMP) (%),2017,96.8
Colombia,"Agriculture, value added (% GDP) (%)",1967,28.33
Colombia,GDP per capita (current US$/inhab),1972,525.597241
Colombia,"Agriculture, value added (% GDP) (%)",1972,16.477846
Colombia,GDP per capita (current US$/inhab),1977,1052.274165
Colombia,"Agriculture, value added (% GDP) (%)",1977,17.015167
Colombia,GDP per capita (current US$/inhab),1982,1879.369676
Colombia,"Agriculture, value added (% GDP) (%)",1982,12.783522
Colombia,GDP per capita (current US$/inhab),1987,1575.377107
Colombia,"Agriculture, value added (% GDP) (%)",1987,12.294731
Comoros,GDP per capita (current US$/inhab),1992,1270.885915
Comoros,"Agriculture, value added (% GDP) (%)",1992,29.329819
Comoros,Total population with access to safe drinking-water (JMP) (%),1992,90.1
Comoros,Urban population with access to safe drinking-water (JMP) (%),1992,95.6
Comoros,GDP per capita (current US$/inhab),1997,880.390209
Comoros,"Agriculture, value added (% GDP) (%)",1997,30.360116
Comoros,Total population with access to safe drinking-water (JMP) (%),1997,90.1
Comoros,Urban population with access to safe drinking-water (JMP) (%),1997,94.9
Comoros,GDP per capita (current US$/inhab),2002,896.828746
Comoros,"Agriculture, value added (% GDP) (%)",2002,36.113128
Comoros,Human Development Index (HDI) [highest = 1] (-),2002,0.467
Comoros,Agricultural water withdrawal as % of total water withdrawal (%),2002,47
Comoros,Total population with access to safe drinking-water (JMP) (%),2002,90.1
Comoros,Urban population with access to safe drinking-water (JMP) (%),2002,94.2
Comoros,GDP per capita (current US$/inhab),2007,1238.461619
Comoros,"Agriculture, value added (% GDP) (%)",2007,28.956646
Comoros,Human Development Index (HDI) [highest = 1] (-),2007,0.492
Comoros,Agricultural water withdrawal as % of total water withdrawal (%),2007,47
Comoros,Total population with access to safe drinking-water (JMP) (%),2007,90.1
Comoros,Urban population with access to safe drinking-water (JMP) (%),2007,93.5
Comoros,GDP per capita (current US$/inhab),2012,1403.433358
Comoros,"Agriculture, value added (% GDP) (%)",2012,30.173077
Comoros,Human Development Index (HDI) [highest = 1] (-),2012,0.529
Comoros,Agricultural water withdrawal as % of total water withdrawal (%),2012,47
Comoros,Total population with access to safe drinking-water (JMP) (%),2012,90.1
Comoros,Urban population with access to safe drinking-water (JMP) (%),2012,92.9
Comoros,GDP per capita (current US$/inhab),2017,1308.519021
Comoros,"Agriculture, value added (% GDP) (%)",2017,31.482424
Comoros,Human Development Index (HDI) [highest = 1] (-),2017,0.539
Comoros,Agricultural water withdrawal as % of total water withdrawal (%),2017,47
Comoros,Total population with access to safe drinking-water (JMP) (%),2017,90.1
Comoros,Urban population with access to safe drinking-water (JMP) (%),2017,92.6
Comoros,GDP per capita (current US$/inhab),1972,204.144703
Comoros,"Agriculture, value added (% GDP) (%)",1972,23.898947
Comoros,GDP per capita (current US$/inhab),1977,452.014843
Comoros,"Agriculture, value added (% GDP) (%)",1977,23.894666
Comoros,GDP per capita (current US$/inhab),1982,686.287119
Comoros,"Agriculture, value added (% GDP) (%)",1982,23.541088
Comoros,GDP per capita (current US$/inhab),1987,1092.717959
Comoros,"Agriculture, value added (% GDP) (%)",1987,26.70244
Congo,GDP per capita (current US$/inhab),1992,1187.368366
Congo,"Agriculture, value added (% GDP) (%)",1992,14.009948
Congo,Human Development Index (HDI) [highest = 1] (-),1992,0.53
Congo,Agricultural water withdrawal as % of total water withdrawal (%),1992,10.10989011
Congo,Urban population with access to safe drinking-water (JMP) (%),1992,95.3
Congo,GDP per capita (current US$/inhab),1997,817.906168
Congo,"Agriculture, value added (% GDP) (%)",1997,11.107255
Congo,Human Development Index (HDI) [highest = 1] (-),1997,0.506
Congo,Agricultural water withdrawal as % of total water withdrawal (%),1997,9.300699301
Congo,Total population with access to safe drinking-water (JMP) (%),1997,68.3
Congo,Urban population with access to safe drinking-water (JMP) (%),1997,95.3
Congo,GDP per capita (current US$/inhab),2002,924.637953
Congo,"Agriculture, value added (% GDP) (%)",2002,7.60997
Congo,Human Development Index (HDI) [highest = 1] (-),2002,0.504
Congo,Agricultural water withdrawal as % of total water withdrawal (%),2002,8.695652174
Congo,Total population with access to safe drinking-water (JMP) (%),2002,70.1
Congo,Urban population with access to safe drinking-water (JMP) (%),2002,95.3
Congo,GDP per capita (current US$/inhab),2007,2205.875176
Congo,"Agriculture, value added (% GDP) (%)",2007,4.919811
Congo,Human Development Index (HDI) [highest = 1] (-),2007,0.523
Congo,Agricultural water withdrawal as % of total water withdrawal (%),2007,4.362050164
Congo,Total population with access to safe drinking-water (JMP) (%),2007,72.8
Congo,Urban population with access to safe drinking-water (JMP) (%),2007,95.5
Congo,GDP per capita (current US$/inhab),2012,3818.807922
Congo,"Agriculture, value added (% GDP) (%)",2012,3.798775
Congo,Human Development Index (HDI) [highest = 1] (-),2012,0.571
Congo,Agricultural water withdrawal as % of total water withdrawal (%),2012,4.362050164
Congo,Total population with access to safe drinking-water (JMP) (%),2012,75.3
Congo,Urban population with access to safe drinking-water (JMP) (%),2012,95.7
Congo,GDP per capita (current US$/inhab),2017,2086.959331
Congo,"Agriculture, value added (% GDP) (%)",2017,8.772373
Congo,Human Development Index (HDI) [highest = 1] (-),2017,0.609
Congo,Agricultural water withdrawal as % of total water withdrawal (%),2017,4.362050164
Congo,Total population with access to safe drinking-water (JMP) (%),2017,76.5
Congo,Urban population with access to safe drinking-water (JMP) (%),2017,95.8
Congo,"Agriculture, value added (% GDP) (%)",1967,19.86
Congo,GDP per capita (current US$/inhab),1972,268.730558
Congo,"Agriculture, value added (% GDP) (%)",1972,24.643356
Congo,GDP per capita (current US$/inhab),1977,453.69401
Congo,"Agriculture, value added (% GDP) (%)",1977,19.513851
Congo,GDP per capita (current US$/inhab),1982,1198.413205
Congo,"Agriculture, value added (% GDP) (%)",1982,8.995322
Congo,GDP per capita (current US$/inhab),1987,1105.543122
Congo,"Agriculture, value added (% GDP) (%)",1987,13.674892
Congo,Agricultural water withdrawal as % of total water withdrawal (%),1987,11
Cook Islands,GDP per capita (current US$/inhab),1992,4370.634024
Cook Islands,"Agriculture, value added (% GDP) (%)",1992,4.466726
Cook Islands,Total population with access to safe drinking-water (JMP) (%),1992,99.9
Cook Islands,Urban population with access to safe drinking-water (JMP) (%),1992,99.9
Cook Islands,GDP per capita (current US$/inhab),1997,5769.945843
Cook Islands,"Agriculture, value added (% GDP) (%)",1997,5.696395
Cook Islands,Total population with access to safe drinking-water (JMP) (%),1997,99.9
Cook Islands,Urban population with access to safe drinking-water (JMP) (%),1997,99.9
Cook Islands,GDP per capita (current US$/inhab),2002,6487.639621
Cook Islands,"Agriculture, value added (% GDP) (%)",2002,4.537356
Cook Islands,Total population with access to safe drinking-water (JMP) (%),2002,99.9
Cook Islands,Urban population with access to safe drinking-water (JMP) (%),2002,99.9
Cook Islands,GDP per capita (current US$/inhab),2007,11617.06893
Cook Islands,"Agriculture, value added (% GDP) (%)",2007,2.926693
Cook Islands,Total population with access to safe drinking-water (JMP) (%),2007,99.9
Cook Islands,Urban population with access to safe drinking-water (JMP) (%),2007,99.9
Cook Islands,GDP per capita (current US$/inhab),2012,16635.97575
Cook Islands,"Agriculture, value added (% GDP) (%)",2012,3.215685
Cook Islands,Total population with access to safe drinking-water (JMP) (%),2012,99.9
Cook Islands,Urban population with access to safe drinking-water (JMP) (%),2012,99.9
Cook Islands,GDP per capita (current US$/inhab),2017,19885.44277
Cook Islands,"Agriculture, value added (% GDP) (%)",2017,2.921271
Cook Islands,Total population with access to safe drinking-water (JMP) (%),2017,99.9
Cook Islands,Urban population with access to safe drinking-water (JMP) (%),2017,99.9
Cook Islands,GDP per capita (current US$/inhab),1972,542.923924
Cook Islands,"Agriculture, value added (% GDP) (%)",1972,24.063271
Cook Islands,GDP per capita (current US$/inhab),1977,993.167338
Cook Islands,"Agriculture, value added (% GDP) (%)",1977,17.468847
Cook Islands,GDP per capita (current US$/inhab),1982,1649.441272
Cook Islands,"Agriculture, value added (% GDP) (%)",1982,5.5087
Cook Islands,GDP per capita (current US$/inhab),1987,2808.459687
Cook Islands,"Agriculture, value added (% GDP) (%)",1987,3.64412
Costa Rica,GDP per capita (current US$/inhab),1992,2618.167406
Costa Rica,"Agriculture, value added (% GDP) (%)",1992,11.949614
Costa Rica,Human Development Index (HDI) [highest = 1] (-),1992,0.67
Costa Rica,Total population with access to safe drinking-water (JMP) (%),1992,93.3
Costa Rica,Urban population with access to safe drinking-water (JMP) (%),1992,99.2
Costa Rica,GDP per capita (current US$/inhab),1997,3408.401768
Costa Rica,"Agriculture, value added (% GDP) (%)",1997,12.565378
Costa Rica,Human Development Index (HDI) [highest = 1] (-),1997,0.696
Costa Rica,Total population with access to safe drinking-water (JMP) (%),1997,94.4
Costa Rica,Urban population with access to safe drinking-water (JMP) (%),1997,99.3
Costa Rica,GDP per capita (current US$/inhab),2002,4062.042919
Costa Rica,"Agriculture, value added (% GDP) (%)",2002,8.465549
Costa Rica,Human Development Index (HDI) [highest = 1] (-),2002,0.717
Costa Rica,Total population with access to safe drinking-water (JMP) (%),2002,95.5
Costa Rica,Urban population with access to safe drinking-water (JMP) (%),2002,99.4
Costa Rica,GDP per capita (current US$/inhab),2007,6120.623515
Costa Rica,"Agriculture, value added (% GDP) (%)",2007,7.956962
Costa Rica,Human Development Index (HDI) [highest = 1] (-),2007,0.742
Costa Rica,Total population with access to safe drinking-water (JMP) (%),2007,96.6
Costa Rica,Urban population with access to safe drinking-water (JMP) (%),2007,99.5
Costa Rica,GDP per capita (current US$/inhab),2012,9985.370345
Costa Rica,"Agriculture, value added (% GDP) (%)",2012,5.40933
Costa Rica,Human Development Index (HDI) [highest = 1] (-),2012,0.774
Costa Rica,Agricultural water withdrawal as % of total water withdrawal (%),2012,71.52629329
Costa Rica,Total population with access to safe drinking-water (JMP) (%),2012,97.5
Costa Rica,Urban population with access to safe drinking-water (JMP) (%),2012,99.5
Costa Rica,GDP per capita (current US$/inhab),2017,11858.39574
Costa Rica,"Agriculture, value added (% GDP) (%)",2017,5.013779
Costa Rica,Human Development Index (HDI) [highest = 1] (-),2017,0.792
